6.510323085232943008e-01,3.029913657874925836e-01,9.174328040000000328e+01
1.626120905275194373e+00,5.589334572232984577e-01,7.757139290000000642e+01
1.298288458719509597e+00,6.043033341938979230e-01,8.092213840000000857e+01
1.512799210228624291e+00,4.680223980447522636e-01,8.177014359999999726e+01
2.312779110031560670e+00,4.331189742052963809e-01,6.242248229999999865e+01
1.667117283151398510e+00,6.831438758431858105e-01,6.551834820000000548e+01
2.249486021992084694e+00,6.327526857932936899e-01,5.657184270000000481e+01
2.153239680937900413e+00,7.723993256227206228e-01,4.612540489999999949e+01
1.946454090475181697e+00,3.431737492137743595e-01,7.223953050000000076e+01
1.455754994516917256e+00,4.809087775010595367e-01,8.287490190000001178e+01
6.724323419689508530e-01,4.884360966581830499e-01,9.253752779999999234e+01
2.157890185193571675e+00,3.475027100907185362e-01,6.721016149999999811e+01
1.560116801276093312e+00,6.050810547672178519e-01,7.364090829999999244e+01
1.954472179165994694e+00,3.168649648013622810e-01,7.227547280000000285e+01
2.003882317807693436e+00,6.497621910572748405e-01,6.054879109999999542e+01
2.200951874884099713e+00,6.985795232063981564e-01,5.311235300000000592e+01
1.155197375860195663e+00,3.935805075961102961e-01,9.254498149999999157e+01
1.090597094128116229e+00,5.420260016691995641e-01,9.319990870000000882e+01
1.052860624972754566e-01,7.646327116386170131e-01,1.632657509999999945e+01
1.550796814032337378e+00,4.318800805006112742e-01,8.112551440000001435e+01
1.974363457255046583e+00,7.611661053205618366e-01,5.084140039999999772e+01
1.926785903312375758e+00,7.325376623616511873e-01,5.522954860000000110e+01
9.067007208086351744e-01,3.912467470724765306e-01,9.648984339999999804e+01
1.492238179938909060e+00,6.248697996229060081e-01,7.406143470000000661e+01
1.174013114293099846e+00,3.168292871901179919e-01,9.255039179999999988e+01
5.375065299437608024e-01,6.327949916291297772e-01,7.554353530000000205e+01
1.569300770496079300e-01,5.958763546821762569e-01,3.170499990000000068e+01
2.905146444442930687e+00,4.742439729505568136e-01,5.121489320000000589e+01
2.013869282677798633e+00,4.323502921758407003e-01,6.904937909999999590e+01
6.871371150952814144e-01,6.925111031384343363e-01,7.589760179999998968e+01
2.599009857787906608e+00,5.700791240282168104e-01,5.429305160000000541e+01
5.640193483910265204e-01,7.347684797181637251e-01,6.573780309999999361e+01
