2.843174594565233804e+00,4.978595582780337425e-01,5.169916409999999729e+01
3.744327836299977674e-01,6.759620322391772795e-01,5.804095570000000492e+01
1.298288458719509597e+00,6.043033341938979230e-01,8.092213840000000857e+01
9.067007208086351744e-01,3.912467470724765306e-01,9.648984339999999804e+01
1.605031496304891725e+00,7.805275728616347664e-01,5.554441160000000366e+01
1.998070254582571703e+00,3.330263775575116325e-01,7.108548259999999175e+01
1.569300770496079300e-01,5.958763546821762569e-01,3.170499990000000068e+01
2.003882317807693436e+00,6.497621910572748405e-01,6.054879109999999542e+01
1.550796814032337378e+00,4.318800805006112742e-01,8.112551440000001435e+01
1.270950777946547650e+00,3.546675451935424883e-01,9.020315929999999582e+01
2.624692189649782126e-01,6.630399591245386137e-01,4.532762699999999967e+01
7.975334826025093360e-02,3.664040095097567673e-01,1.897971739999999841e+01
2.001527378255036460e+00,5.759722956473622979e-01,6.473146769999999606e+01
1.954472179165994694e+00,3.168649648013622810e-01,7.227547280000000285e+01
2.104763123453649243e+00,3.716136754118557484e-01,6.808710400000001073e+01
2.332424371754240333e-01,5.222242777907422084e-01,5.139317279999999499e+01
2.249486021992084694e+00,6.327526857932936899e-01,5.657184270000000481e+01
9.424390439991036095e-01,6.734038066630609887e-01,8.026225090000001217e+01
2.442044303349249823e+00,6.446439498656186817e-01,5.255186379999999247e+01
2.070983613135173318e+00,4.345266308798483856e-01,6.766022139999999752e+01
2.769651499520198179e+00,7.588351395832030333e-01,3.787168579999999452e+01
2.856318903690814093e+00,5.796835357544573020e-01,4.958270679999999686e+01
1.155197375860195663e+00,3.935805075961102961e-01,9.254498149999999157e+01
9.776294643200533763e-02,5.491383419491724371e-01,2.525027150000000020e+01
1.090597094128116229e+00,5.420260016691995641e-01,9.319990870000000882e+01
1.345047369085373035e+00,6.806357011833126247e-01,7.304443200000000047e+01
6.510323085232943008e-01,3.029913657874925836e-01,9.174328040000000328e+01
2.398369124803133356e+00,4.133742212200401944e-01,6.110107909999999976e+01
8.066595101064124584e-01,3.720524257654055367e-01,9.658117070000000126e+01
1.543940868584825488e+00,5.342077774558495751e-01,7.876173140000000217e+01
2.200951874884099713e+00,6.985795232063981564e-01,5.311235300000000592e+01
